root_id,nt_label,partner_Dm9,partner_Mi4,partner_R7,partner_Tm20,partner_Mi15,partner_Mi1,partner_Dm2,partner_L1,partner_Mi9,partner_Tm5c,partner_MLt1,partner_aMe12,partner_L3,partner_DmDRA2,partner_Dm11,partner_Tm5b,partner_MTe50,partner_Dm8a,partner_aMe5,partner_Dm8b,partner_MeLp1,partner_Tm9,partner_R8,partner_C2,partner_Dm4,partner_Mi10,partner_TmY9q,partner_Dm12,partner_Tm5e,partner_L2
720575940616689202,ACH,0.27385892116182575,0.14522821576763487,0.12448132780082988,0.05394190871369295,0.11618257261410789,0.07883817427385892,0.08298755186721991,0.04979253112033195,0.024896265560165973,0.0,0.024896265560165973,0.024896265560165973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940616858636,GLUT,0.33516483516483514,0.10989010989010989,0.08791208791208792,0.08241758241758242,0.15384615384615385,0.06593406593406594,0.07692307692307693,0.0,0.038461538461538464,0.0,0.04945054945054945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940617005836,ACH,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940617043468,ACH,0.35906040268456374,0.15436241610738255,0.09060402684563758,0.0738255033557047,0.0,0.040268456375838924,0.08389261744966443,0.040268456375838924,0.053691275167785234,0.0,0.040268456375838924,0.06375838926174497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940617053115,ACH,0.30131004366812225,0.15283842794759825,0.1615720524017467,0.07423580786026202,0.07860262008733625,0.048034934497816595,0.056768558951965066,0.034934497816593885,0.0,0.0611353711790393,0.0,0.0,0.03056768558951965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940617269947,ACH,0.375,0.19021739130434784,0.1358695652173913,0.05434782608695652,0.0,0.05434782608695652,0.059782608695652176,0.043478260869565216,0.0,0.0,0.05434782608695652,0.0,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940617734203,ACH,0.0,0.1919191919191919,0.3434343434343434,0.0,0.0,0.13131313131313133,0.0,0.0,0.10101010101010101,0.0,0.0,0.08080808080808081,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940617795723,ACH,0.3407821229050279,0.15083798882681565,0.0670391061452514,0.0446927374301676,0.12849162011173185,0.0893854748603352,0.055865921787709494,0.061452513966480445,0.0335195530726257,0.0,0.027932960893854747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940617999931,ACH,0.46551724137931033,0.12931034482758622,0.10344827586206896,0.0,0.0,0.06896551724137931,0.08620689655172414,0.04310344827586207,0.04310344827586207,0.0603448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618099385,ACH,0.384180790960452,0.0847457627118644,0.07909604519774012,0.0,0.1864406779661017,0.05649717514124294,0.0,0.07344632768361582,0.0,0.07344632768361582,0.03389830508474576,0.0,0.02824858757062147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618193881,GLUT,0.0,0.15853658536585366,0.17073170731707318,0.08536585365853659,0.09146341463414634,0.10365853658536585,0.15853658536585366,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0975609756097561,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618197433,GLUT,0.42857142857142855,0.04926108374384237,0.18719211822660098,0.10837438423645321,0.1477832512315271,0.0,0.0,0.029556650246305417,0.0,0.0,0.024630541871921183,0.0,0.024630541871921183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618228441,ACH,0.3523809523809524,0.15714285714285714,0.1380952380952381,0.06190476190476191,0.12857142857142856,0.02857142857142857,0.023809523809523808,0.0,0.0,0.0761904761904762,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618247897,GLUT,0.04310344827586207,0.1896551724137931,0.0,0.10344827586206896,0.1810344827586207,0.08620689655172414,0.0,0.08620689655172414,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0603448275862069,0.0,0.07758620689655173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
