cell_type,n_neurons,entropy,mean_null_entropy,std_null_entropy,z_score,p_value,q_value,dominant_nt,dominant_frac,n_nt_types,nt_distribution
FC2A,10,0.8812908992306927,0.9963315799819639,0.4002424967519403,-0.2874274513197691,0.7142857142857143,1.0,ACH,0.7,2,"{""ACH"": 7, ""SER"": 3}"
LMa3,19,0.9980008838722996,1.09114619847403,0.2913018857243116,-0.3197552750821644,0.6573426573426573,1.0,GABA,0.5263157894736842,2,"{""GABA"": 10, ""GLUT"": 9}"
vDeltaA_b,17,0.9774178175281716,1.0735454749960105,0.2979183029070087,-0.3226644906669057,0.7242757242757243,1.0,SER,0.5882352941176471,2,"{""SER"": 10, ""ACH"": 7}"
LHAV4a4,17,0.9366673818775626,1.0484762621898378,0.3149834818030806,-0.35496744042652745,0.7012987012987013,1.0,GLUT,0.6470588235294118,2,"{""GLUT"": 11, ""GABA"": 6}"
ORN_VM3,23,0.9876925088958034,1.08354365269796,0.26697748399127746,-0.3590233242489027,0.6543456543456544,1.0,SER,0.5652173913043478,2,"{""SER"": 13, ""ACH"": 10}"
Dm19,11,0.8453509366224364,0.9835366081492862,0.3832568539690405,-0.3605562955907696,0.7292707292707292,1.0,GABA,0.7272727272727273,2,"{""GABA"": 8, ""GLUT"": 3}"
ORN_DM5,24,1.0,1.0959230181329114,0.2493176506763451,-0.3847421868154657,0.6933066933066933,1.0,ACH,0.5,2,"{""ACH"": 12, ""SER"": 12}"
AN_GNG_197,13,0.8904916402194913,1.038125755218117,0.33597468789131957,-0.4394203501615632,0.7112887112887113,1.0,GABA,0.6923076923076923,2,"{""GABA"": 9, ""GLUT"": 4}"
Sm22,29,0.9922666387194963,1.1081297275082158,0.2325980141649985,-0.49812587267632263,0.7252747252747253,1.0,GLUT,0.5517241379310345,2,"{""GLUT"": 16, ""GABA"": 13}"
ORN_DM1,31,0.9932338197397066,1.114108137198278,0.2227845594271945,-0.542561467317814,0.6823176823176823,1.0,ACH,0.5483870967741935,2,"{""ACH"": 17, ""SER"": 14}"
MeTu2b,28,0.9591963191047147,1.1148772387847117,0.2415416704153409,-0.6445302767522357,0.7512487512487512,1.0,ACH,0.75,3,"{""ACH"": 21, ""GABA"": 6, ""DA"": 1}"
