cell_type,n_neurons,entropy,dominant_nt,dominant_frac,p_ACH,p_GABA,p_GLUT,p_DA,p_SER,p_OCT,p_fast_transmitters,is_seed,already_name_matched,literature_confirmed,entropy_z,js_histamine_blindspot,js_ORN_SER_confusion,js_Dm_GLUT_confusion,best_pattern_heuristic,best_js_heuristic,pattern_threshold_heuristic,in_neighborhood_heuristic,best_pattern_calibrated,best_js_calibrated,best_p_calibrated,best_q_calibrated,significant,q_Dm_GLUT_confusion,q_ORN_SER_confusion,q_histamine_blindspot,p_Dm_GLUT_confusion,p_ORN_SER_confusion,p_histamine_blindspot,matched_patterns,entropy_p_value,entropy_z_reconstructed,entropy_q_value,entropy_channel_significant,best_pattern,best_js,in_neighborhood,is_novel_candidate,gt_verified_nt,gt_agrees_with_pattern
ER3d,46,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-6.294306976266243,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-6.08969185976611,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,GABA,False
LMt1,49,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-6.405362213026815,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-6.343677257606021,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,,
Dm13,49,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-6.412062035602159,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-6.343677257606021,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
LMt2,56,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-6.475162205472688,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-6.754052781004994,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,,
Dm18,48,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-6.514951276414433,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-6.23138373383278,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
LC25,62,0.1191160266556483,GLUT,0.9838709677419356,0.016129032258064516,0.0,0.9838709677419355,0.0,0.0,0.0,1.0,False,False,False,-6.52876103345076,0.32628938632895144,0.9488807142548863,0.3985804493858406,histamine_blindspot,0.32628938632895144,0.24906688471870347,False,Dm_GLUT_confusion,0.3985804493858406,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9999999030490874,0.4520562064842776,,1.0,-6.444707065206845,1.0,False,Dm_GLUT_confusion,0.3985804493858406,False,False,GLUT,True
Li09,52,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-6.633879675045635,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-6.464290257846004,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Sm32,60,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-6.637330918077799,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-7.062959922501632,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,GABA,False
Tlp5,55,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-6.815283746597733,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-6.646307957653705,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,,
LMa1,55,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-6.820355703873604,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-6.646307957653705,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,,
Pm09,71,0.1067920323758418,GABA,0.9859154929577464,0.014084507042253521,0.9859154929577465,0.0,0.0,0.0,0.0,1.0,False,False,False,-6.871211695952884,0.375570307678344,0.7975589126172651,0.07647934008335897,Dm_GLUT_confusion,0.07647934008335897,0.12,True,Dm_GLUT_confusion,0.07647934008335897,0.2831846503347859,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.2831846503347859,0.8967000008519931,0.44686246085331227,,1.0,-6.992275331177179,1.0,False,Dm_GLUT_confusion,0.07647934008335897,False,False,GABA,False
Li11,62,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-7.058127764275747,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-7.201131829674216,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
MTe01a,82,0.0950172456710763,GLUT,0.9878048780487804,0.0,0.012195121951219513,0.9878048780487805,0.0,0.0,0.0,1.0,False,False,False,-7.273593106044723,0.32371861178024014,0.9769621596953875,0.3544728487535512,histamine_blindspot,0.32371861178024014,0.24906688471870347,False,Dm_GLUT_confusion,0.3544728487535512,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9940649389466492,0.4520562064842776,,1.0,-7.618619645543332,1.0,False,Dm_GLUT_confusion,0.3544728487535512,False,False,,
Sm10,76,0.1010669636121241,GABA,0.986842105263158,0.013157894736842105,0.9868421052631579,0.0,0.0,0.0,0.0,1.0,False,False,False,-7.28004761944632,0.3769918915842997,0.7999114853549688,0.07605787760144381,Dm_GLUT_confusion,0.07605787760144381,0.12,True,Dm_GLUT_confusion,0.07605787760144381,0.2831846503347859,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.2831846503347859,0.8967000008519931,0.44686246085331227,,1.0,-7.275413726827251,1.0,False,Dm_GLUT_confusion,0.07605787760144381,False,False,,
Sm09,134,0.3890516114819449,GLUT,0.9328358208955224,0.007462686567164179,0.05970149253731343,0.9328358208955224,0.0,0.0,0.0,1.0,False,False,False,-7.284513429384802,0.2297245405013399,0.9146728055823123,0.2670324135624186,histamine_blindspot,0.2297245405013399,0.24906688471870347,True,Dm_GLUT_confusion,0.2670324135624186,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9924345740360158,0.4520562064842776,,1.0,-7.027119060179552,1.0,False,Dm_GLUT_confusion,0.2670324135624186,False,False,,
Sm16,68,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-7.356530421891235,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-7.556123761722824,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Li13,67,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-7.459966472744702,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-7.479524367627155,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,GABA,False
L1,1167,0.906940757459057,GLUT,0.7163667523564696,0.006855184233076264,0.27677806341045413,0.7163667523564696,0.0,0.0,0.0,1.0,False,False,False,-7.57239327923087,0.09933716829418732,0.8658846239920192,0.07960495505473413,Dm_GLUT_confusion,0.07960495505473413,0.12,True,Dm_GLUT_confusion,0.07960495505473413,0.12230145339568499,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.12230145339568499,0.9883856535862543,0.20457084103849343,,1.0,-7.2350536739038995,1.0,False,Dm_GLUT_confusion,0.07960495505473413,False,False,GLUT,True
LMa4,65,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-7.612146480165416,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-7.302047449192048,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Dm3v,474,0.7366993858060326,GLUT,0.8122362869198312,0.006329113924050633,0.18143459915611815,0.8122362869198312,0.0,0.0,0.0,1.0,False,False,False,-7.616410089575688,0.13760555704380456,0.8826219234732213,0.13920490466112964,histamine_blindspot,0.13760555704380456,0.24906688471870347,True,Dm_GLUT_confusion,0.13920490466112964,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9900385838261416,0.4520562064842776,,1.0,-7.427869785462684,1.0,False,Dm_GLUT_confusion,0.13920490466112964,False,False,GLUT,True
LLPt,68,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-7.645095767311844,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-7.556123761722824,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Tm34,71,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-7.72108694873764,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-7.714469400057479,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,GLUT,True
Tlp4,91,0.0872805888836333,GLUT,0.989010989010989,0.0,0.01098901098901099,0.989010989010989,0.0,0.0,0.0,1.0,False,False,False,-8.017504851978618,0.32647847847113237,0.978490803075784,0.3576251911581766,histamine_blindspot,0.32647847847113237,0.24906688471870347,False,Dm_GLUT_confusion,0.3576251911581766,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9943039021470982,0.4520562064842776,,1.0,-7.951175662628091,1.0,False,Dm_GLUT_confusion,0.3576251911581766,False,False,GLUT,True
cLP02,87,0.0905438532696429,GABA,0.9885057471264368,0.0,0.9885057471264368,0.011494252873563218,0.0,0.0,0.0,1.0,False,False,False,-8.160310880817988,0.3706786287079708,0.8434515746530671,0.04634088801370921,Dm_GLUT_confusion,0.04634088801370921,0.12,True,Dm_GLUT_confusion,0.04634088801370921,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.9260684689358858,0.4416359988222781,,1.0,-7.815095148377396,1.0,False,Dm_GLUT_confusion,0.04634088801370921,False,False,,
Li03,83,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-8.342324198304501,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-8.317480087922004,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Pm04,82,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-8.395023422460822,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-8.30942451111503,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Tm32,167,0.3027061893305607,GLUT,0.9461077844311376,0.05389221556886228,0.0,0.9461077844311377,0.0,0.0,0.0,1.0,False,False,False,-8.769953301266696,0.2904479046938377,0.8746097541579865,0.4080541166826115,histamine_blindspot,0.2904479046938377,0.24906688471870347,False,Dm_GLUT_confusion,0.4080541166826115,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.999999854035103,0.4520562064842776,,1.0,-8.67477779462319,1.0,False,Dm_GLUT_confusion,0.4080541166826115,False,False,,
Tm31,107,0.0764242930955477,GABA,0.9906542056074766,0.0,0.9906542056074766,0.009345794392523364,0.0,0.0,0.0,1.0,False,False,False,-8.786625964942079,0.37600887968154995,0.8433669233938768,0.049435973491397125,Dm_GLUT_confusion,0.049435973491397125,0.12,True,Dm_GLUT_confusion,0.049435973491397125,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.9237461981564667,0.4416359988222781,,1.0,-8.837395466928928,1.0,False,Dm_GLUT_confusion,0.049435973491397125,False,False,ACH,False
Li17,89,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-8.79896319037136,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-8.627160535262128,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Dm15,312,0.5012507930905181,GLUT,0.9006410256410257,0.00641025641025641,0.09294871794871795,0.9006410256410257,0.0,0.0,0.0,1.0,False,False,False,-9.085293122144025,0.1976922136769501,0.9046441461241672,0.22299943766867045,histamine_blindspot,0.1976922136769501,0.24906688471870347,True,Dm_GLUT_confusion,0.22299943766867045,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9918088085138203,0.4520562064842776,,1.0,-9.204392929072606,1.0,False,Dm_GLUT_confusion,0.22299943766867045,False,False,GLUT,True
Sm03,143,0.1201738494481104,GLUT,0.986013986013986,0.006993006993006993,0.006993006993006993,0.986013986013986,0.0,0.0,0.0,1.0,False,False,False,-9.564790392128256,0.31774286984532,0.9578650776711481,0.3705317314807604,histamine_blindspot,0.31774286984532,0.24906688471870347,False,Dm_GLUT_confusion,0.3705317314807604,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9671076276143384,0.4520562064842776,,1.0,-9.917517247230213,1.0,False,Dm_GLUT_confusion,0.3705317314807604,False,False,,
Tm35,118,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-9.826825121908602,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-9.825699156683962,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,,
Sm05,135,0.1112410494829922,GABA,0.9851851851851852,0.014814814814814815,0.9851851851851852,0.0,0.0,0.0,0.0,1.0,False,False,False,-9.884885098027512,0.37447842919560664,0.7957350127824835,0.0768117220259453,Dm_GLUT_confusion,0.0768117220259453,0.12,True,Dm_GLUT_confusion,0.0768117220259453,0.2831846503347859,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.2831846503347859,0.8967000008519931,0.44686246085331227,,1.0,-9.528523784015388,1.0,False,Dm_GLUT_confusion,0.0768117220259453,False,False,,
Sm12,143,0.0601224488786351,GABA,0.993006993006993,0.0,0.993006993006993,0.006993006993006993,0.0,0.0,0.0,1.0,False,False,False,-10.11081980537392,0.38225453150675215,0.8432744261052165,0.05321629743002701,Dm_GLUT_confusion,0.05321629743002701,0.12,True,Dm_GLUT_confusion,0.05321629743002701,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.9237461981564667,0.4416359988222781,,1.0,-10.49226903482206,1.0,False,Dm_GLUT_confusion,0.05321629743002701,False,False,,
Pm08,117,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-10.15477233532441,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-9.85356715853083,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,GABA,False
Y11,128,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-10.182054207866887,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-10.262577834700286,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,GLUT,True
Sm06,156,0.1117796081762559,GABA,0.9871794871794872,0.00641025641025641,0.9871794871794872,0.00641025641025641,0.0,0.0,0.0,1.0,False,False,False,-10.286387944335749,0.3662473551971932,0.8189674355348446,0.05713736657248938,Dm_GLUT_confusion,0.05713736657248938,0.12,True,Dm_GLUT_confusion,0.05713736657248938,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.9189062432703722,0.44686246085331227,,1.0,-10.296903844470556,1.0,False,Dm_GLUT_confusion,0.05713736657248938,False,False,,
Mi14,217,0.2698855118299763,GLUT,0.9585253456221198,0.004608294930875576,0.03686635944700461,0.9585253456221198,0.0,0.0,0.0,1.0,False,False,False,-10.504571228933616,0.2657086424988946,0.9364316102240731,0.3033807531176073,histamine_blindspot,0.2657086424988946,0.24906688471870347,False,Dm_GLUT_confusion,0.3033807531176073,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9924345740360158,0.4520562064842776,,1.0,-10.282615884698322,1.0,False,Dm_GLUT_confusion,0.3033807531176073,False,False,,
Li01,164,0.0950172456710763,GLUT,0.9878048780487804,0.0,0.012195121951219513,0.9878048780487805,0.0,0.0,0.0,1.0,False,False,False,-10.58237932613082,0.32371861178024014,0.9769621596953875,0.3544728487535512,histamine_blindspot,0.32371861178024014,0.24906688471870347,False,Dm_GLUT_confusion,0.3544728487535512,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9940649389466492,0.4520562064842776,,1.0,-10.67554276300525,1.0,False,Dm_GLUT_confusion,0.3544728487535512,False,False,,
Tlp1,139,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-10.78848794541467,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-10.737210480703197,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,,
Y1,161,0.0964548291070859,GLUT,0.9875776397515528,0.0,0.012422360248447204,0.9875776397515528,0.0,0.0,0.0,1.0,False,False,False,-10.824815891877163,0.3232082848185173,0.9766823169397736,0.3538886759892389,histamine_blindspot,0.3232082848185173,0.24906688471870347,False,Dm_GLUT_confusion,0.3538886759892389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9940649389466492,0.4520562064842776,,1.0,-10.704112562536439,1.0,False,Dm_GLUT_confusion,0.3538886759892389,False,False,,
Pm05,145,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-11.04187717954302,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-11.008758434678581,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,GABA,False
Li10,184,0.1201543850557974,GLUT,0.9836956521739132,0.016304347826086956,0.0,0.9836956521739131,0.0,0.0,0.0,1.0,False,False,False,-11.467580543998569,0.32604532183039436,0.9484500836563237,0.39862371522703294,histamine_blindspot,0.32604532183039436,0.24906688471870347,False,Dm_GLUT_confusion,0.39862371522703294,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9999999030490874,0.4520562064842776,,1.0,-11.172243840514964,1.0,False,Dm_GLUT_confusion,0.39862371522703294,False,False,GLUT,True
Y4,162,0.0541856980917029,GLUT,0.9938271604938272,0.006172839506172839,0.0,0.9938271604938271,0.0,0.0,0.0,1.0,False,False,False,-11.468922298115508,0.34287559838971365,0.9762053350510287,0.39613402986347307,histamine_blindspot,0.34287559838971365,0.24906688471870347,False,Dm_GLUT_confusion,0.39613402986347307,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9999999531006135,0.4520562064842776,,1.0,-10.987362708199479,1.0,False,Dm_GLUT_confusion,0.39613402986347307,False,False,,
Sm08,163,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-11.680494864781044,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-11.62366666207849,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,,
Dm8b,331,0.3520569755296152,GLUT,0.9516616314199396,0.021148036253776436,0.01812688821752266,0.9516616314199395,0.0,0.0,0.00906344410876133,0.9909365558912386,False,False,False,-11.798707770086596,0.2622639255656245,0.9073740608321549,0.3476388110395577,histamine_blindspot,0.2622639255656245,0.24906688471870347,False,Dm_GLUT_confusion,0.3476388110395577,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9659756850426464,0.4520562064842776,,1.0,-11.7088412482853,1.0,False,Dm_GLUT_confusion,0.3476388110395577,False,False,,
Pm02,178,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-12.226082748709455,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-12.241715664839662,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,GABA,False
Y12,196,-0.0,GLUT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,-12.499588018488582,0.3598636401235531,0.9999999999971146,0.394627666205389,histamine_blindspot,0.3598636401235531,0.24906688471870347,False,Dm_GLUT_confusion,0.394627666205389,0.33038679721543207,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.33038679721543207,0.9741381614291854,0.4520562064842776,,1.0,-12.736913060301427,1.0,False,Dm_GLUT_confusion,0.394627666205389,False,False,,
Pm03,188,-0.0,GABA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,-12.761852126540912,0.4065830134715794,0.8430007575133767,0.07010458174424741,Dm_GLUT_confusion,0.07010458174424741,0.12,True,Dm_GLUT_confusion,0.07010458174424741,0.27881383515782765,0.9353203695817162,False,0.9353203695817162,0.9999999531006136,0.9380801404398125,0.27881383515782765,0.913795122983393,0.44686246085331227,,1.0,-12.51137087076546,1.0,False,Dm_GLUT_confusion,0.07010458174424741,False,False,GABA,False
