cell_type,n_neurons,n_nt_types,entropy,dominant_nt,dominant_frac,nt_distribution
LC11,127,1,-0.0,ACH,1.0,{'ACH': np.int64(127)}
LC13,145,1,-0.0,ACH,1.0,{'ACH': np.int64(145)}
LC14a1,30,1,-0.0,ACH,1.0,{'ACH': np.int64(30)}
LC14a2,23,1,-0.0,ACH,1.0,{'ACH': np.int64(23)}
SMP568,20,1,-0.0,ACH,1.0,{'ACH': np.int64(20)}
Sm01,256,1,-0.0,ACH,1.0,{'ACH': np.int64(256)}
Sm02,378,1,-0.0,ACH,1.0,{'ACH': np.int64(378)}
KCg-m,2189,1,-0.0,ACH,1.0,{'ACH': np.int64(2189)}
L2,1562,1,-0.0,ACH,1.0,{'ACH': np.int64(1562)}
LPLC1,140,1,-0.0,ACH,1.0,{'ACH': np.int64(140)}
TmY15,254,1,-0.0,GABA,1.0,{'GABA': np.int64(254)}
AN_GNG_165,33,1,-0.0,ACH,1.0,{'ACH': np.int64(33)}
TmY20,282,1,-0.0,ACH,1.0,{'ACH': np.int64(282)}
KCapbp-m,338,1,-0.0,ACH,1.0,{'ACH': np.int64(338)}
TmY9q__perp,372,1,-0.0,ACH,1.0,{'ACH': np.int64(372)}
EPG,47,1,-0.0,ACH,1.0,{'ACH': np.int64(47)}
ER1,27,1,-0.0,GABA,1.0,{'GABA': np.int64(27)}
ER2,41,1,-0.0,GABA,1.0,{'GABA': np.int64(41)}
Tm8b,126,1,-0.0,ACH,1.0,{'ACH': np.int64(126)}
TmY11,374,1,-0.0,ACH,1.0,{'ACH': np.int64(374)}
Tm1,1553,1,-0.0,ACH,1.0,{'ACH': np.int64(1553)}
Tm16,343,1,-0.0,ACH,1.0,{'ACH': np.int64(343)}
Tm2,1548,1,-0.0,ACH,1.0,{'ACH': np.int64(1548)}
Dm13,49,1,-0.0,GABA,1.0,{'GABA': np.int64(49)}
Dm18,48,1,-0.0,GABA,1.0,{'GABA': np.int64(48)}
Dm2,1218,1,-0.0,ACH,1.0,{'ACH': np.int64(1218)}
KCapbp-ap1,280,1,-0.0,ACH,1.0,{'ACH': np.int64(280)}
KCapbp-ap2,298,1,-0.0,ACH,1.0,{'ACH': np.int64(298)}
TmY31,317,1,-0.0,ACH,1.0,{'ACH': np.int64(317)}
FS2,33,1,-0.0,ACH,1.0,{'ACH': np.int64(33)}
T3,1673,1,-0.0,ACH,1.0,{'ACH': np.int64(1673)}
T4c,1605,1,-0.0,ACH,1.0,{'ACH': np.int64(1605)}
s-CPDN3A,35,1,-0.0,GLUT,1.0,{'GLUT': np.int64(35)}
s-CPDN3B,25,1,-0.0,GLUT,1.0,{'GLUT': np.int64(25)}
Sm21,41,1,-0.0,ACH,1.0,{'ACH': np.int64(41)}
Sm23,41,1,-0.0,GABA,1.0,{'GABA': np.int64(41)}
Sm26,20,1,-0.0,ACH,1.0,{'ACH': np.int64(20)}
Sm30,26,1,-0.0,GABA,1.0,{'GABA': np.int64(26)}
Sm31,23,1,-0.0,GABA,1.0,{'GABA': np.int64(23)}
Sm32,60,1,-0.0,GABA,1.0,{'GABA': np.int64(60)}
T2,1456,1,-0.0,ACH,1.0,{'ACH': np.int64(1456)}
TuBu03,26,1,-0.0,ACH,1.0,{'ACH': np.int64(26)}
MTe05,25,1,-0.0,ACH,1.0,{'ACH': np.int64(25)}
MTe50,54,1,-0.0,ACH,1.0,{'ACH': np.int64(54)}
ORN_DL3,68,1,-0.0,SER,1.0,{'SER': np.int64(68)}
Li17,89,1,-0.0,GABA,1.0,{'GABA': np.int64(89)}
Li16,36,1,-0.0,GABA,1.0,{'GABA': np.int64(36)}
Li15,32,1,-0.0,GABA,1.0,{'GABA': np.int64(32)}
Li14,26,1,-0.0,GABA,1.0,{'GABA': np.int64(26)}
MTe03,47,1,-0.0,ACH,1.0,{'ACH': np.int64(47)}
MTe02,73,1,-0.0,ACH,1.0,{'ACH': np.int64(73)}
MTe01b,52,1,-0.0,ACH,1.0,{'ACH': np.int64(52)}
MTe51,99,1,-0.0,ACH,1.0,{'ACH': np.int64(99)}
MLt7,48,1,-0.0,ACH,1.0,{'ACH': np.int64(48)}
MLt6,59,1,-0.0,ACH,1.0,{'ACH': np.int64(59)}
MLt5,66,1,-0.0,ACH,1.0,{'ACH': np.int64(66)}
MLt4,89,1,-0.0,ACH,1.0,{'ACH': np.int64(89)}
MeTu3a,40,1,-0.0,ACH,1.0,{'ACH': np.int64(40)}
MeTu2a,70,1,-0.0,ACH,1.0,{'ACH': np.int64(70)}
MTe54,54,1,-0.0,ACH,1.0,{'ACH': np.int64(54)}
MTe52,42,1,-0.0,ACH,1.0,{'ACH': np.int64(42)}
MLt8,23,1,-0.0,ACH,1.0,{'ACH': np.int64(23)}
CB1078,25,1,-0.0,ACH,1.0,{'ACH': np.int64(25)}
BM_vOcci_vPoOr,39,1,-0.0,ACH,1.0,{'ACH': np.int64(39)}
BM_Vib,36,1,-0.0,ACH,1.0,{'ACH': np.int64(36)}
BM_Taste,66,1,-0.0,ACH,1.0,{'ACH': np.int64(66)}
BM_MaPa,23,1,-0.0,ACH,1.0,{'ACH': np.int64(23)}
AN_AVLP_53,27,1,-0.0,ACH,1.0,{'ACH': np.int64(27)}
FC1C,37,1,-0.0,ACH,1.0,{'ACH': np.int64(37)}
FS1B,21,1,-0.0,ACH,1.0,{'ACH': np.int64(21)}
Tlp5,55,1,-0.0,GLUT,1.0,{'GLUT': np.int64(55)}
Li04,26,1,-0.0,GABA,1.0,{'GABA': np.int64(26)}
T2a,1753,1,-0.0,ACH,1.0,{'ACH': np.int64(1753)}
hDeltaC,20,1,-0.0,ACH,1.0,{'ACH': np.int64(20)}
cLP03,39,1,-0.0,GABA,1.0,{'GABA': np.int64(39)}
cLP01,48,1,-0.0,GABA,1.0,{'GABA': np.int64(48)}
aPhM1,23,1,-0.0,ACH,1.0,{'ACH': np.int64(23)}
Y3,602,1,-0.0,ACH,1.0,{'ACH': np.int64(602)}
KCab-p,128,1,-0.0,ACH,1.0,{'ACH': np.int64(128)}
vDeltaK,39,1,-0.0,ACH,1.0,{'ACH': np.int64(39)}
vDeltaD,22,1,-0.0,ACH,1.0,{'ACH': np.int64(22)}
s-CPDN3E,24,1,-0.0,GLUT,1.0,{'GLUT': np.int64(24)}
s-CPDN3D,37,1,-0.0,GLUT,1.0,{'GLUT': np.int64(37)}
s-CPDN3C,32,1,-0.0,GLUT,1.0,{'GLUT': np.int64(32)}
Y11,128,1,-0.0,GLUT,1.0,{'GLUT': np.int64(128)}
KCab,1643,1,-0.0,ACH,1.0,{'ACH': np.int64(1643)}
CB1964,21,1,-0.0,ACH,1.0,{'ACH': np.int64(21)}
IbSpsP,30,1,-0.0,ACH,1.0,{'ACH': np.int64(30)}
HRN_VP4,29,1,-0.0,ACH,1.0,{'ACH': np.int64(29)}
FS4C,25,1,-0.0,ACH,1.0,{'ACH': np.int64(25)}
FS4B,25,1,-0.0,ACH,1.0,{'ACH': np.int64(25)}
TmY9q,353,1,-0.0,ACH,1.0,{'ACH': np.int64(353)}
Delta7,40,1,-0.0,GLUT,1.0,{'GLUT': np.int64(40)}
CB4244,20,1,-0.0,ACH,1.0,{'ACH': np.int64(20)}
CB2517,26,1,-0.0,GLUT,1.0,{'GLUT': np.int64(26)}
JO-EDM,37,1,-0.0,ACH,1.0,{'ACH': np.int64(37)}
ORN_VM7d,33,1,-0.0,ACH,1.0,{'ACH': np.int64(33)}
ORN_VM6v,26,1,-0.0,ACH,1.0,{'ACH': np.int64(26)}
ORN_VM5v,23,1,-0.0,ACH,1.0,{'ACH': np.int64(23)}
ORN_VM1,25,1,-0.0,ACH,1.0,{'ACH': np.int64(25)}
ORN_VL2p,27,1,-0.0,ACH,1.0,{'ACH': np.int64(27)}
ORN_VL2a,71,1,-0.0,ACH,1.0,{'ACH': np.int64(71)}
ORN_VC5,25,1,-0.0,ACH,1.0,{'ACH': np.int64(25)}
Li18,32,1,-0.0,GABA,1.0,{'GABA': np.int64(32)}
LC31a,35,1,-0.0,ACH,1.0,{'ACH': np.int64(35)}
MeTu4d,33,1,-0.0,ACH,1.0,{'ACH': np.int64(33)}
MeTu4c,93,1,-0.0,ACH,1.0,{'ACH': np.int64(93)}
MeTu4b,21,1,-0.0,ACH,1.0,{'ACH': np.int64(21)}
MeTu4a,126,1,-0.0,ACH,1.0,{'ACH': np.int64(126)}
MeTu3c,137,1,-0.0,ACH,1.0,{'ACH': np.int64(137)}
MeTu3b,96,1,-0.0,ACH,1.0,{'ACH': np.int64(96)}
LCe01a,21,1,-0.0,GLUT,1.0,{'GLUT': np.int64(21)}
ORN_VC4,23,1,-0.0,ACH,1.0,{'ACH': np.int64(23)}
LPC2,111,1,-0.0,ACH,1.0,{'ACH': np.int64(111)}
ORN_DM6,44,1,-0.0,ACH,1.0,{'ACH': np.int64(44)}
ORN_DM4,29,1,-0.0,ACH,1.0,{'ACH': np.int64(29)}
ORN_DL5,40,1,-0.0,ACH,1.0,{'ACH': np.int64(40)}
ORN_DL4,41,1,-0.0,SER,1.0,{'SER': np.int64(41)}
Y12,196,1,-0.0,GLUT,1.0,{'GLUT': np.int64(196)}
ORN_DL1,67,1,-0.0,ACH,1.0,{'ACH': np.int64(67)}
ORN_DP1l,24,1,-0.0,ACH,1.0,{'ACH': np.int64(24)}
ORN_DC3,32,1,-0.0,ACH,1.0,{'ACH': np.int64(32)}
ORN_VC3,31,1,-0.0,ACH,1.0,{'ACH': np.int64(31)}
ORN_VC1,26,1,-0.0,ACH,1.0,{'ACH': np.int64(26)}
ORN_VA7m,21,1,-0.0,ACH,1.0,{'ACH': np.int64(21)}
ORN_VA6,60,1,-0.0,ACH,1.0,{'ACH': np.int64(60)}
ORN_VA4,31,1,-0.0,ACH,1.0,{'ACH': np.int64(31)}
ORN_VA3,29,1,-0.0,ACH,1.0,{'ACH': np.int64(29)}
ORN_DP1m,32,1,-0.0,ACH,1.0,{'ACH': np.int64(32)}
ORN_DC4,22,1,-0.0,ACH,1.0,{'ACH': np.int64(22)}
LMt1,49,1,-0.0,GLUT,1.0,{'GLUT': np.int64(49)}
LMa4,65,1,-0.0,GABA,1.0,{'GABA': np.int64(65)}
LMa2,37,1,-0.0,GABA,1.0,{'GABA': np.int64(37)}
LMa1,55,1,-0.0,GLUT,1.0,{'GLUT': np.int64(55)}
LLPt,68,1,-0.0,GABA,1.0,{'GABA': np.int64(68)}
Li13,67,1,-0.0,GABA,1.0,{'GABA': np.int64(67)}
Li12,42,1,-0.0,GLUT,1.0,{'GLUT': np.int64(42)}
LC9,179,1,-0.0,ACH,1.0,{'ACH': np.int64(179)}
Li09,52,1,-0.0,GABA,1.0,{'GABA': np.int64(52)}
Li08,44,1,-0.0,GABA,1.0,{'GABA': np.int64(44)}
Li07,22,1,-0.0,GABA,1.0,{'GABA': np.int64(22)}
Li06,196,1,-0.0,ACH,1.0,{'ACH': np.int64(196)}
Li05,167,1,-0.0,ACH,1.0,{'ACH': np.int64(167)}
MLt3,107,1,-0.0,ACH,1.0,{'ACH': np.int64(107)}
MLt2,101,1,-0.0,ACH,1.0,{'ACH': np.int64(101)}
MLt1,92,1,-0.0,ACH,1.0,{'ACH': np.int64(92)}
Li11,62,1,-0.0,GABA,1.0,{'GABA': np.int64(62)}
LC6,120,1,-0.0,ACH,1.0,{'ACH': np.int64(120)}
LC45,24,1,-0.0,ACH,1.0,{'ACH': np.int64(24)}
LC40,37,1,-0.0,ACH,1.0,{'ACH': np.int64(37)}
LC4,103,1,-0.0,ACH,1.0,{'ACH': np.int64(103)}
LC36,35,1,-0.0,ACH,1.0,{'ACH': np.int64(35)}
LC33,29,1,-0.0,GLUT,1.0,{'GLUT': np.int64(29)}
LLPC3,204,1,-0.0,ACH,1.0,{'ACH': np.int64(204)}
LMt2,56,1,-0.0,GLUT,1.0,{'GLUT': np.int64(56)}
LLPC1,219,1,-0.0,ACH,1.0,{'ACH': np.int64(219)}
LHPV5c1,29,1,-0.0,ACH,1.0,{'ACH': np.int64(29)}
LHPV5b3,20,1,-0.0,ACH,1.0,{'ACH': np.int64(20)}
LCe04,37,1,-0.0,ACH,1.0,{'ACH': np.int64(37)}
LCe03,37,1,-0.0,GLUT,1.0,{'GLUT': np.int64(37)}
LCe01b,38,1,-0.0,GLUT,1.0,{'GLUT': np.int64(38)}
LPC1,164,1,-0.0,ACH,1.0,{'ACH': np.int64(164)}
LMt3,33,1,-0.0,GLUT,1.0,{'GLUT': np.int64(33)}
LLPC2,234,1,-0.0,ACH,1.0,{'ACH': np.int64(234)}
