cell_type,n_neurons,entropy,mean_null_entropy,std_null_entropy,z_score,p_value,q_value,dominant_nt,dominant_frac,n_nt_types,nt_distribution
MTe04,30,0.6500224216483541,1.100827836057649,0.22654611478881376,-1.9899057409549288,0.978021978021978,1.0,ACH,0.8333333333333334,2,"{""ACH"": 25, ""GLUT"": 5}"
Dm11,107,0.8913309584070233,1.152935808866294,0.1222072455460281,-2.140665631488601,0.9760239760239761,1.0,GLUT,0.6915887850467289,2,"{""GLUT"": 74, ""GABA"": 33}"
SA_DMT_DMetaN_12,23,0.5131851787372753,1.083868493312098,0.2551591111864026,-2.236578235130779,0.985014985014985,1.0,ACH,0.9130434782608695,3,"{""ACH"": 21, ""SER"": 1, ""GLUT"": 1}"
ORN_VA2,36,0.6500224216483541,1.1228184837348663,0.1991927767594674,-2.3735602755185785,0.988011988011988,1.0,SER,0.8333333333333334,2,"{""SER"": 30, ""ACH"": 6}"
LB3,84,0.8142271109873961,1.1448838889446624,0.13271627396724925,-2.491456157357638,0.995004995004995,1.0,ACH,0.8333333333333334,3,"{""ACH"": 70, ""SER"": 8, ""GLUT"": 6}"
ORN_DA4m,23,0.4262286569981449,1.0595911374383482,0.2538394905191807,-2.495129812720551,0.996003996003996,1.0,SER,0.9130434782608695,2,"{""SER"": 21, ""ACH"": 2}"
Sm04,103,0.8299524341722848,1.1504638638264,0.12778909541081457,-2.508128167147123,0.988011988011988,1.0,GABA,0.7378640776699029,2,"{""GABA"": 76, ""GLUT"": 27}"
hDeltaJ,28,0.49123734182433315,1.0908185400132648,0.2384931849049734,-2.514039126224224,0.988011988011988,1.0,ACH,0.8928571428571429,2,"{""ACH"": 25, ""SER"": 3}"
TmY16,88,0.7927652363756528,1.1426951916959516,0.13800726040636127,-2.535590912318184,0.986013986013986,1.0,GABA,0.7613636363636364,2,"{""GABA"": 67, ""GLUT"": 21}"
LPi06,24,0.41381685030363374,1.089447194996624,0.24887069631037856,-2.7147846440320937,0.997002997002997,1.0,GLUT,0.9166666666666666,2,"{""GLUT"": 22, ""GABA"": 2}"
Dm1,45,0.5665095065529053,1.1247487671474896,0.18061100558441417,-3.0908374536106207,0.998001998001998,1.0,GABA,0.8666666666666667,2,"{""GABA"": 39, ""GLUT"": 6}"
Tm40,23,0.2580186686648155,1.0776373841758997,0.2591704332520006,-3.1624699825004337,1.0,1.0,ACH,0.9565217391304348,2,"{""ACH"": 22, ""GABA"": 1}"
DmDRA1,37,0.4804334574529622,1.115189232817488,0.20004027018047815,-3.1731399622278222,0.999000999000999,1.0,GLUT,0.918918918918919,3,"{""GLUT"": 34, ""GABA"": 2, ""ACH"": 1}"
LPi04,72,0.6500224216483541,1.1419699010579798,0.15296033856822175,-3.2161767162290404,0.998001998001998,1.0,GLUT,0.8333333333333334,2,"{""GLUT"": 60, ""GABA"": 12}"
LPi01,30,0.35335933502142136,1.1055533019678583,0.22583776942154876,-3.3306827678694955,0.999000999000999,1.0,GLUT,0.9333333333333333,2,"{""GLUT"": 28, ""GABA"": 2}"
ORN_VM2,32,0.3372900666170139,1.0988652309601532,0.22534403778551754,-3.379610891094472,1.0,1.0,ACH,0.9375,2,"{""ACH"": 30, ""SER"": 2}"
ORN_VA1d,66,0.6136190195993708,1.1371933895548818,0.15484420239607685,-3.381297858451666,0.997002997002997,1.0,ACH,0.8484848484848485,2,"{""ACH"": 56, ""SER"": 10}"
ORN_VM6m,24,0.24988229283318544,1.0885237182726302,0.24785353316889433,-3.383616988295951,1.0,1.0,ACH,0.9583333333333334,2,"{""ACH"": 23, ""GABA"": 1}"
ocellar_retinula_cell,125,0.7665188914976587,1.1480916116046085,0.11161952322894984,-3.41851236296971,0.999000999000999,1.0,SER,0.848,3,"{""SER"": 106, ""ACH"": 10, ""GLUT"": 9}"
FC2B,26,0.23519338181924143,1.0905374339194738,0.2501781463239656,-3.4189399220850145,1.0,1.0,ACH,0.9615384615384616,2,"{""ACH"": 25, ""SER"": 1}"
LPi07,64,0.5858732928619205,1.1282927779128156,0.15611638475653958,-3.4744558420103537,1.0,1.0,GABA,0.859375,2,"{""GABA"": 55, ""GLUT"": 9}"
ORN_DA4l,32,0.3372900666170139,1.1065016224403441,0.21842354851370646,-3.5216512187332256,1.0,1.0,SER,0.9375,2,"{""SER"": 30, ""ACH"": 2}"
SMP018,21,-0.0,1.0562643219437142,0.287918539045095,-3.668622122934146,1.0,1.0,ACH,1.0,1,"{""ACH"": 21}"
Sm26,20,-0.0,1.054674197662807,0.2874507123329634,-3.669060998677032,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
SMP568,20,-0.0,1.067021849040924,0.28811115619339045,-3.7035075737390084,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
ORN_DC2,20,-0.0,1.048298463456614,0.28010510321161897,-3.742518259885562,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
PAM05,20,-0.0,1.0553490892393775,0.2803686540225785,-3.7641479320095064,1.0,1.0,DA,1.0,1,"{""DA"": 20}"
LHPV5b3,20,-0.0,1.0677226404819877,0.2818423488643065,-3.7883683725473234,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
PEN_b/PEN2,20,-0.0,1.0688807650938674,0.2810307589558701,-3.8034298062786513,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
MeTu4b,21,-0.0,1.0601137090797266,0.2760471842834246,-3.840335165278415,1.0,1.0,ACH,1.0,1,"{""ACH"": 21}"
CB1964,21,-0.0,1.062284702823162,0.27453530576525914,-3.8693919525653517,1.0,1.0,ACH,1.0,1,"{""ACH"": 21}"
Sm14,35,0.31599713297842463,1.1078309368886001,0.20402833824105068,-3.880999133437327,1.0,1.0,GLUT,0.9428571428571428,2,"{""GLUT"": 33, ""GABA"": 2}"
PFNv,21,-0.0,1.054419771601443,0.27105978639428774,-3.889989679500698,1.0,1.0,ACH,1.0,1,"{""ACH"": 21}"
LPi10,37,0.30337483608641397,1.1060479163748156,0.20511653946356892,-3.9132538136007593,1.0,1.0,GLUT,0.9459459459459459,2,"{""GLUT"": 35, ""GABA"": 2}"
CB4244,20,-0.0,1.0709501418592675,0.2732087046025159,-3.9198975867821066,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
FS1B,21,-0.0,1.066813023049501,0.2712811742430057,-3.93249928243779,1.0,1.0,ACH,1.0,1,"{""ACH"": 21}"
PEG,20,-0.0,1.066493472249291,0.27097334248391214,-3.9357874190617452,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
PEN_a/PEN1,20,-0.0,1.0629478607575114,0.2697810927572463,-3.9400383840611477,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
LT57,22,-0.0,1.0811546591930716,0.2738596054190704,-3.9478427551907394,1.0,1.0,ACH,1.0,1,"{""ACH"": 22}"
ORN_DM2,35,0.31599713297842463,1.1065235177521258,0.19926231286409532,-3.96726492536936,1.0,1.0,SER,0.9428571428571428,2,"{""SER"": 33, ""ACH"": 2}"
ORN_DA2,30,0.21084230031853213,1.088987979632221,0.2210691750647189,-3.972266504620593,1.0,1.0,ACH,0.9666666666666667,2,"{""ACH"": 29, ""SER"": 1}"
ER5,21,-0.0,1.0811682628717414,0.2717540625697431,-3.9784805888385564,1.0,1.0,GABA,1.0,1,"{""GABA"": 21}"
hDeltaC,20,-0.0,1.0834417841332855,0.27225196615287556,-3.9795554075995496,1.0,1.0,ACH,1.0,1,"{""ACH"": 20}"
vDeltaD,22,-0.0,1.0694800187765356,0.26809760453822146,-3.989144254454033,1.0,1.0,ACH,1.0,1,"{""ACH"": 22}"
