root_id,nt_label,partner_Dm8b,partner_Dm8a,partner_Dm9,partner_MeTu3c,partner_R8,partner_Tm5b,partner_Dm11,partner_MeTu3b,partner_Tm5a,partner_L3,partner_DmDRA1,partner_Dm2,partner_Tm20,partner_MeTu2a,partner_Mi15,partner_Sm01,partner_Mi9,partner_aMe12,partner_MeTu3a,partner_Mi4,partner_Tm5d,partner_MeMe_e10,partner_MeTu2b,partner_Tm27,partner_Tm5c,partner_L1,partner_Dm4,partner_DmDRA2,partner_Mi1,partner_R7
720575940621508262,GLUT,0.0,0.65625,0.1875,0.0,0.0,0.0,0.0,0.0,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621545819,GABA,0.4444444444444444,0.08187134502923976,0.08771929824561403,0.09941520467836257,0.05847953216374269,0.05263157894736842,0.04678362573099415,0.029239766081871343,0.04093567251461988,0.0,0.0,0.05847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621555309,GABA,0.11764705882352941,0.18823529411764706,0.35294117647058826,0.0,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411764705882353,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621555565,ACH,0.0,0.0,0.2062937062937063,0.0,0.13636363636363635,0.0,0.05244755244755245,0.0,0.0,0.04195804195804196,0.26573426573426573,0.0,0.0,0.1888111888111888,0.03146853146853147,0.0,0.0,0.0,0.04195804195804196,0.0,0.0,0.0,0.03496503496503497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621557743,GLUT,0.3881278538812785,0.0,0.1872146118721461,0.1963470319634703,0.0502283105022831,0.045662100456621,0.0730593607305936,0.0,0.0,0.0,0.0,0.0319634703196347,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621566630,GLUT,0.21390374331550802,0.12834224598930483,0.0427807486631016,0.22459893048128343,0.1925133689839572,0.06417112299465241,0.0427807486631016,0.0,0.0,0.0,0.0,0.053475935828877004,0.0,0.0,0.0,0.0,0.0,0.0374331550802139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621581421,GABA,0.49732620320855614,0.026737967914438502,0.18181818181818182,0.03208556149732621,0.0,0.08021390374331551,0.03208556149732621,0.0,0.053475935828877004,0.0,0.0,0.03208556149732621,0.0374331550802139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026737967914438502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621585286,GLUT,0.3116883116883117,0.06060606060606061,0.03463203463203463,0.22077922077922077,0.08225108225108226,0.047619047619047616,0.06926406926406926,0.06493506493506493,0.0,0.03896103896103896,0.0,0.04329004329004329,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621610678,GABA,0.28484848484848485,0.07272727272727272,0.296969696969697,0.030303030303030304,0.07272727272727272,0.07878787878787878,0.07878787878787878,0.0,0.0,0.03636363636363636,0.0,0.048484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940621623917,GABA,0.30256410256410254,0.02564102564102564,0.0,0.2717948717948718,0.08717948717948718,0.05128205128205128,0.1282051282051282,0.02564102564102564,0.0,0.06153846153846154,0.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
